team_id,date,team,barthag,adj_o,adj_d,adj_tempo,wab
221,2025-12-07,Pittsburgh,.6063,109.6,105.6,41.4,37.9
103,2025-12-07,Boston College,.5417,100.0,98.6,45.2,35.7
59,2025-12-07,Georgia Tech,.4446,98.4,100.3,33.9,42.3
150,2025-12-09,Duke,.9791,121.8,87.2,47.5,44.0
97,2025-12-09,Louisville,.9567,124.8,95.3,54.6,41.3
258,2025-12-09,Virginia,.9365,126.6,100.2,45.7,32.4
153,2025-12-09,North Carolina,.9292,116.2,92.9,42.0,33.3
2390,2025-12-09,Miami FL,.9035,115.2,94.9,31.4,40.4
228,2025-12-09,Clemson,.8961,118.5,98.3,43.3,42.9
2567,2025-12-09,SMU,.8802,117.0,98.4,31.8,43.7
154,2025-12-09,Wake Forest,.8618,114.4,97.6,41.9,46.1
183,2025-12-09,Syracuse,.8575,110.0,94.1,39.7,32.3
24,2025-12-09,Stanford,.8180,116.0,101.8,42.1,32.3
152,2025-12-09,N.C. State,.8165,119.7,105.2,44.1,49.4
25,2025-12-09,California,.8162,113.7,99.9,41.7,37.4
87,2025-12-09,Notre Dame,.8067,114.1,100.8,43.2,42.8
259,2025-12-09,Virginia Tech,.7955,112.8,100.3,37.5,40.6
52,2025-12-09,Florida St.,.6729,107.7,101.2,53.1,42.2
221,2025-12-09,Pittsburgh,.6063,109.6,105.6,41.4,37.9
103,2025-12-09,Boston College,.5417,100.0,98.6,45.2,35.7
59,2025-12-09,Georgia Tech,.4446,98.4,100.3,33.9,42.3
150,2025-12-10,Duke,.9791,121.8,87.2,47.5,44.0
97,2025-12-10,Louisville,.9567,124.8,95.3,54.6,41.3
258,2025-12-10,Virginia,.9365,126.6,100.2,45.7,32.4
153,2025-12-10,North Carolina,.9292,116.2,92.9,42.0,33.3
2390,2025-12-10,Miami FL,.9035,115.2,94.9,31.4,40.4
228,2025-12-10,Clemson,.8961,118.5,98.3,43.3,42.9
152,2025-12-10,N.C. State,.8832,120.0,100.7,43.7,49.9
2567,2025-12-10,SMU,.8802,117.0,98.4,31.8,43.7
154,2025-12-10,Wake Forest,.8618,114.4,97.6,41.9,46.1
183,2025-12-10,Syracuse,.8575,110.0,94.1,39.7,32.3
24,2025-12-10,Stanford,.8180,116.0,101.8,42.1,32.3
25,2025-12-10,California,.8162,113.7,99.9,41.7,37.4
87,2025-12-10,Notre Dame,.8053,114.8,101.5,41.2,42.7
259,2025-12-10,Virginia Tech,.7955,112.8,100.3,37.5,40.6
52,2025-12-10,Florida St.,.6729,107.7,101.2,53.1,42.2
221,2025-12-10,Pittsburgh,.6063,109.6,105.6,41.4,37.9
103,2025-12-10,Boston College,.5259,100.6,99.7,44.7,34.8
59,2025-12-10,Georgia Tech,.4446,98.4,100.3,33.9,42.3
150,2025-12-11,Duke,.9791,121.8,87.2,47.5,44.0
97,2025-12-11,Louisville,.9567,124.8,95.3,54.6,41.3
258,2025-12-11,Virginia,.9365,126.6,100.2,45.7,32.4
153,2025-12-11,North Carolina,.9292,116.2,92.9,42.0,33.3
2390,2025-12-11,Miami FL,.9035,115.2,94.9,31.4,40.4
228,2025-12-11,Clemson,.8961,118.5,98.3,43.3,42.9
152,2025-12-11,N.C. State,.8832,120.0,100.7,43.7,49.9
2567,2025-12-11,SMU,.8802,117.0,98.4,31.8,43.7
154,2025-12-11,Wake Forest,.8618,114.4,97.6,41.9,46.1
183,2025-12-11,Syracuse,.8420,109.1,94.4,38.3,33.8
24,2025-12-11,Stanford,.8180,116.0,101.8,42.1,32.3
25,2025-12-11,California,.8162,113.7,99.9,41.7,37.4
87,2025-12-11,Notre Dame,.8053,114.8,101.5,41.2,42.7
259,2025-12-11,Virginia Tech,.8013,113.4,100.5,38.0,40.1
52,2025-12-11,Florida St.,.6729,107.7,101.2,53.1,42.2
221,2025-12-11,Pittsburgh,.6063,109.6,105.6,41.4,37.9
103,2025-12-11,Boston College,.5259,100.6,99.7,44.7,34.8
59,2025-12-11,Georgia Tech,.4446,98.4,100.3,33.9,42.3
150,2025-12-12,Duke,.9791,121.8,87.2,47.5,44.0
97,2025-12-12,Louisville,.9567,124.8,95.3,54.6,41.3
258,2025-12-12,Virginia,.9365,126.6,100.2,45.7,32.4
153,2025-12-12,North Carolina,.9292,116.2,92.9,42.0,33.3
2390,2025-12-12,Miami FL,.9035,115.2,94.9,31.4,40.4
228,2025-12-12,Clemson,.8961,118.5,98.3,43.3,42.9
152,2025-12-12,N.C. State,.8832,120.0,100.7,43.7,49.9
2567,2025-12-12,SMU,.8802,117.0,98.4,31.8,43.7
154,2025-12-12,Wake Forest,.8618,114.4,97.6,41.9,46.1
183,2025-12-12,Syracuse,.8420,109.1,94.4,38.3,33.8
24,2025-12-12,Stanford,.8180,116.0,101.8,42.1,32.3
25,2025-12-12,California,.8162,113.7,99.9,41.7,37.4
87,2025-12-12,Notre Dame,.8053,114.8,101.5,41.2,42.7
259,2025-12-12,Virginia Tech,.8013,113.4,100.5,38.0,40.1
52,2025-12-12,Florida St.,.6729,107.7,101.2,53.1,42.2
221,2025-12-12,Pittsburgh,.6063,109.6,105.6,41.4,37.9
103,2025-12-12,Boston College,.5259,100.6,99.7,44.7,34.8
59,2025-12-12,Georgia Tech,.4446,98.4,100.3,33.9,42.3
150,2025-12-13,Duke,.9791,121.8,87.2,47.5,44.0
97,2025-12-13,Louisville,.9609,128.2,97.0,55.4,38.6
258,2025-12-13,Virginia,.9365,126.6,100.2,45.7,32.4
153,2025-12-13,North Carolina,.9187,116.4,94.2,41.9,34.1
2390,2025-12-13,Miami FL,.8930,115.8,96.3,31.8,41.4
152,2025-12-13,N.C. State,.8872,119.6,99.9,44.0,49.1
228,2025-12-13,Clemson,.8760,116.6,98.3,43.7,42.7
154,2025-12-13,Wake Forest,.8618,114.4,97.6,41.9,46.1
2567,2025-12-13,SMU,.8548,117.7,100.9,31.8,42.2
183,2025-12-13,Syracuse,.8126,109.8,96.6,38.5,33.8
24,2025-12-13,Stanford,.8094,116.8,103.0,41.9,31.6
87,2025-12-13,Notre Dame,.8085,115.1,101.6,41.3,42.9
259,2025-12-13,Virginia Tech,.8013,113.4,100.5,38.0,40.1
25,2025-12-13,California,.7763,112.5,101.0,42.2,38.2
52,2025-12-13,Florida St.,.6291,109.0,104.1,53.5,40.9
221,2025-12-13,Pittsburgh,.6019,110.6,106.7,41.1,38.4
103,2025-12-13,Boston College,.5259,100.6,99.7,44.7,34.8
59,2025-12-13,Georgia Tech,.4446,98.4,100.3,33.9,42.3
150,2025-12-14,Duke,.9791,121.8,87.2,47.5,44.0
97,2025-12-14,Louisville,.9609,128.2,97.0,55.4,38.6
258,2025-12-14,Virginia,.9365,126.6,100.2,45.7,32.4
153,2025-12-14,North Carolina,.9187,116.4,94.2,41.9,34.1
2390,2025-12-14,Miami FL,.8930,115.8,96.3,31.8,41.4
152,2025-12-14,N.C. State,.8872,119.6,99.9,44.0,49.1
154,2025-12-14,Wake Forest,.8771,116.6,98.3,43.1,47.9
228,2025-12-14,Clemson,.8760,116.6,98.3,43.7,42.7
2567,2025-12-14,SMU,.8548,117.7,100.9,31.8,42.2
183,2025-12-14,Syracuse,.8126,109.8,96.6,38.5,33.8
24,2025-12-14,Stanford,.8094,116.8,103.0,41.9,31.6
87,2025-12-14,Notre Dame,.8085,115.1,101.6,41.3,42.9
259,2025-12-14,Virginia Tech,.8010,113.5,100.5,38.3,40.7
25,2025-12-14,California,.7763,112.5,101.0,42.2,38.2
52,2025-12-14,Florida St.,.6291,109.0,104.1,53.5,40.9
221,2025-12-14,Pittsburgh,.6019,110.6,106.7,41.1,38.4
103,2025-12-14,Boston College,.5259,100.6,99.7,44.7,34.8
59,2025-12-14,Georgia Tech,.4446,98.4,100.3,33.9,42.3
150,2025-12-16,Duke,.9728,120.6,88.4,46.3,43.4
97,2025-12-16,Louisville,.9456,125.6,98.0,55.7,38.2
258,2025-12-16,Virginia,.9365,126.6,100.2,45.7,32.4
153,2025-12-16,North Carolina,.9188,117.1,94.9,42.6,34.9
152,2025-12-16,N.C. State,.8872,119.6,99.9,44.0,49.1
2390,2025-12-16,Miami FL,.8845,116.7,97.8,32.1,40.8
228,2025-12-16,Clemson,.8795,115.5,97.2,42.8,43.3
154,2025-12-16,Wake Forest,.8771,116.6,98.3,43.1,47.9
2567,2025-12-16,SMU,.8548,117.7,100.9,31.8,42.2
183,2025-12-16,Syracuse,.8126,109.8,96.6,38.5,33.8
24,2025-12-16,Stanford,.8094,116.8,103.0,41.9,31.6
87,2025-12-16,Notre Dame,.8085,115.1,101.6,41.3,42.9
259,2025-12-16,Virginia Tech,.8010,113.5,100.5,38.3,40.7
25,2025-12-16,California,.7763,112.5,101.0,42.2,38.2
221,2025-12-16,Pittsburgh,.6019,110.6,106.7,41.1,38.4
52,2025-12-16,Florida St.,.5746,108.3,105.5,53.0,41.2
103,2025-12-16,Boston College,.5259,100.6,99.7,44.7,34.8
59,2025-12-16,Georgia Tech,.4937,102.1,102.3,32.7,42.4
150,2025-12-17,Duke,.9728,120.6,88.4,46.3,43.4
97,2025-12-17,Louisville,.9456,125.6,98.0,55.7,38.2
258,2025-12-17,Virginia,.9365,126.6,100.2,45.7,32.4
153,2025-12-17,North Carolina,.9188,117.1,94.9,42.6,34.9
152,2025-12-17,N.C. State,.8885,120.2,100.4,45.4,47.9
2390,2025-12-17,Miami FL,.8845,116.7,97.8,32.1,40.8
228,2025-12-17,Clemson,.8795,115.5,97.2,42.8,43.3
2567,2025-12-17,SMU,.8548,117.7,100.9,31.8,42.2
154,2025-12-17,Wake Forest,.8518,114.4,98.3,43.2,48.1
24,2025-12-17,Stanford,.8265,117.2,102.3,41.1,31.7
183,2025-12-17,Syracuse,.8124,109.6,96.5,37.5,33.3
87,2025-12-17,Notre Dame,.8085,115.1,101.6,41.3,42.9
259,2025-12-17,Virginia Tech,.8010,113.5,100.5,38.3,40.7
25,2025-12-17,California,.7763,112.5,101.0,42.2,38.2
221,2025-12-17,Pittsburgh,.6163,111.2,106.7,41.6,37.5
52,2025-12-17,Florida St.,.5746,108.3,105.5,53.0,41.2
103,2025-12-17,Boston College,.5259,100.6,99.7,44.7,34.8
59,2025-12-17,Georgia Tech,.4937,102.1,102.3,32.7,42.4
150,2025-12-18,Duke,.9728,120.6,88.4,46.3,43.4
97,2025-12-18,Louisville,.9456,125.6,98.0,55.7,38.2
258,2025-12-18,Virginia,.9365,126.6,100.2,45.7,32.4
153,2025-12-18,North Carolina,.9188,117.1,94.9,42.6,34.9
152,2025-12-18,N.C. State,.8885,120.2,100.4,45.4,47.9
2390,2025-12-18,Miami FL,.8845,116.7,97.8,32.1,40.8
228,2025-12-18,Clemson,.8795,115.5,97.2,42.8,43.3
2567,2025-12-18,SMU,.8548,117.7,100.9,31.8,42.2
154,2025-12-18,Wake Forest,.8518,114.4,98.3,43.2,48.1
24,2025-12-18,Stanford,.8265,117.2,102.3,41.1,31.7
183,2025-12-18,Syracuse,.8124,109.6,96.5,37.5,33.3
87,2025-12-18,Notre Dame,.8085,115.1,101.6,41.3,42.9
259,2025-12-18,Virginia Tech,.8010,113.5,100.5,38.3,40.7
25,2025-12-18,California,.7763,112.5,101.0,42.2,38.2
221,2025-12-18,Pittsburgh,.6163,111.2,106.7,41.6,37.5
52,2025-12-18,Florida St.,.5746,108.3,105.5,53.0,41.2
103,2025-12-18,Boston College,.5259,100.6,99.7,44.7,34.8
59,2025-12-18,Georgia Tech,.4937,102.1,102.3,32.7,42.4
150,2025-12-20,Duke,.9709,121.4,89.5,46.7,43.0
97,2025-12-20,Louisville,.9539,125.1,96.1,55.4,38.7
258,2025-12-20,Virginia,.9239,125.6,101.1,44.2,34.2
153,2025-12-20,North Carolina,.9196,117.2,94.9,42.6,34.6
152,2025-12-20,N.C. State,.8885,120.2,100.4,45.4,47.9
2390,2025-12-20,Miami FL,.8845,116.7,97.8,32.1,40.8
228,2025-12-20,Clemson,.8795,115.5,97.2,42.8,43.3
2567,2025-12-20,SMU,.8548,117.7,100.9,31.8,42.2
154,2025-12-20,Wake Forest,.8518,114.4,98.3,43.2,48.1
24,2025-12-20,Stanford,.8311,116.4,101.3,41.1,31.6
87,2025-12-20,Notre Dame,.8085,115.1,101.6,41.3,42.9
183,2025-12-20,Syracuse,.7910,110.6,98.5,36.4,33.5
25,2025-12-20,California,.7866,112.6,100.6,41.8,37.7
259,2025-12-20,Virginia Tech,.7696,112.9,101.7,37.1,41.1
221,2025-12-20,Pittsburgh,.6163,111.2,106.7,41.6,37.5
52,2025-12-20,Florida St.,.6097,108.6,104.5,53.4,41.1
103,2025-12-20,Boston College,.5259,100.6,99.7,44.7,34.8
59,2025-12-20,Georgia Tech,.4891,103.9,104.3,32.2,43.5
150,2025-12-21,Duke,.9709,121.4,89.5,46.7,43.0
97,2025-12-21,Louisville,.9539,125.1,96.1,55.4,38.7
258,2025-12-21,Virginia,.9239,125.6,101.1,44.2,34.2
153,2025-12-21,North Carolina,.9196,117.2,94.9,42.6,34.6
152,2025-12-21,N.C. State,.9046,120.1,98.8,46.3,48.6
228,2025-12-21,Clemson,.8985,116.7,96.5,42.6,43.3
2390,2025-12-21,Miami FL,.8837,116.5,97.7,32.5,41.9
2567,2025-12-21,SMU,.8567,119.8,102.5,33.2,42.3
24,2025-12-21,Stanford,.8311,116.4,101.3,41.1,31.6
154,2025-12-21,Wake Forest,.8181,113.6,99.7,42.9,48.6
25,2025-12-21,California,.8077,112.2,99.1,41.4,37.2
183,2025-12-21,Syracuse,.7910,110.6,98.5,36.4,33.5
87,2025-12-21,Notre Dame,.7715,113.4,102.1,41.6,44.2
259,2025-12-21,Virginia Tech,.7696,112.9,101.7,37.1,41.1
221,2025-12-21,Pittsburgh,.6921,111.5,103.9,41.5,37.8
52,2025-12-21,Florida St.,.6097,108.6,104.5,53.4,41.1
103,2025-12-21,Boston College,.5259,100.6,99.7,44.7,34.8
59,2025-12-21,Georgia Tech,.4891,103.9,104.3,32.2,43.5
150,2025-12-22,Duke,.9709,121.4,89.5,46.7,43.0
97,2025-12-22,Louisville,.9539,125.1,96.1,55.4,38.7
258,2025-12-22,Virginia,.9381,126.8,100.1,43.6,36.3
153,2025-12-22,North Carolina,.9262,117.5,94.3,42.4,34.2
152,2025-12-22,N.C. State,.9046,120.1,98.8,46.3,48.6
228,2025-12-22,Clemson,.8985,116.7,96.5,42.6,43.3
2390,2025-12-22,Miami FL,.8837,116.5,97.7,32.5,41.9
2567,2025-12-22,SMU,.8567,119.8,102.5,33.2,42.3
24,2025-12-22,Stanford,.8311,116.4,101.3,41.1,31.6
154,2025-12-22,Wake Forest,.8181,113.6,99.7,42.9,48.6
25,2025-12-22,California,.8077,112.2,99.1,41.4,37.2
183,2025-12-22,Syracuse,.7950,110.9,98.6,36.4,34.5
87,2025-12-22,Notre Dame,.7715,113.4,102.1,41.6,44.2
259,2025-12-22,Virginia Tech,.7696,112.9,101.7,37.1,41.1
221,2025-12-22,Pittsburgh,.6921,111.5,103.9,41.5,37.8
52,2025-12-22,Florida St.,.6474,110.1,104.4,53.5,41.9
103,2025-12-22,Boston College,.4902,100.8,101.1,45.5,36.8
59,2025-12-22,Georgia Tech,.4891,103.9,104.3,32.2,43.5
150,2025-12-23,Duke,.9709,121.4,89.5,46.7,43.0
97,2025-12-23,Louisville,.9539,125.1,96.1,55.4,38.7
258,2025-12-23,Virginia,.9381,126.8,100.1,43.6,36.3
153,2025-12-23,North Carolina,.9262,117.5,94.3,42.4,34.2
152,2025-12-23,N.C. State,.9046,120.1,98.8,46.3,48.6
228,2025-12-23,Clemson,.8985,116.7,96.5,42.6,43.3
2390,2025-12-23,Miami FL,.8837,116.5,97.7,32.5,41.9
2567,2025-12-23,SMU,.8567,119.8,102.5,33.2,42.3
24,2025-12-23,Stanford,.8311,116.4,101.3,41.1,31.6
154,2025-12-23,Wake Forest,.8181,113.6,99.7,42.9,48.6
25,2025-12-23,California,.8077,112.2,99.1,41.4,37.2
183,2025-12-23,Syracuse,.7950,110.9,98.6,36.4,34.5
87,2025-12-23,Notre Dame,.7715,113.4,102.1,41.6,44.2
259,2025-12-23,Virginia Tech,.7696,112.9,101.7,37.1,41.1
221,2025-12-23,Pittsburgh,.6921,111.5,103.9,41.5,37.8
52,2025-12-23,Florida St.,.6474,110.1,104.4,53.5,41.9
103,2025-12-23,Boston College,.4902,100.8,101.1,45.5,36.8
59,2025-12-23,Georgia Tech,.4891,103.9,104.3,32.2,43.5
150,2025-12-28,Duke,.9709,121.4,89.5,46.7,43.0
97,2025-12-28,Louisville,.9539,125.1,96.1,55.4,38.7
258,2025-12-28,Virginia,.9381,126.8,100.1,43.6,36.3
153,2025-12-28,North Carolina,.9262,117.5,94.3,42.4,34.2
152,2025-12-28,N.C. State,.9046,120.1,98.8,46.3,48.6
228,2025-12-28,Clemson,.8985,116.7,96.5,42.6,43.3
2390,2025-12-28,Miami FL,.8837,116.5,97.7,32.5,41.9
2567,2025-12-28,SMU,.8817,121.0,101.6,33.9,43.0
154,2025-12-28,Wake Forest,.8181,113.6,99.7,42.9,48.6
24,2025-12-28,Stanford,.8133,116.0,102.1,41.8,31.8
25,2025-12-28,California,.8077,112.2,99.1,41.4,37.2
183,2025-12-28,Syracuse,.7950,110.9,98.6,36.4,34.5
87,2025-12-28,Notre Dame,.7715,113.4,102.1,41.6,44.2
259,2025-12-28,Virginia Tech,.7696,112.9,101.7,37.1,41.1
221,2025-12-28,Pittsburgh,.6921,111.5,103.9,41.5,37.8
52,2025-12-28,Florida St.,.6474,110.1,104.4,53.5,41.9
59,2025-12-28,Georgia Tech,.5357,105.1,103.8,31.4,43.7
103,2025-12-28,Boston College,.4880,100.1,100.5,44.9,37.0
97,2025-12-31,Louisville,.9617,126.6,95.6,55.3,39.1
150,2025-12-31,Duke,.9601,121.1,91.8,47.0,42.3
258,2025-12-31,Virginia,.9281,123.9,99.2,44.4,36.1
153,2025-12-31,North Carolina,.9243,117.1,94.2,42.4,36.1
152,2025-12-31,N.C. State,.9087,118.5,97.1,45.5,48.9
228,2025-12-31,Clemson,.9008,115.7,95.5,41.6,42.7
2567,2025-12-31,SMU,.8817,121.0,101.6,33.9,43.0
2390,2025-12-31,Miami FL,.8724,116.1,98.2,32.9,41.9
154,2025-12-31,Wake Forest,.8088,111.9,98.7,43.6,47.6
259,2025-12-31,Virginia Tech,.7962,112.6,100.0,36.8,42.0
183,2025-12-31,Syracuse,.7927,110.2,98.0,36.3,34.1
87,2025-12-31,Notre Dame,.7921,111.6,99.3,40.7,44.9
24,2025-12-31,Stanford,.7889,112.7,100.5,42.6,31.5
25,2025-12-31,California,.7777,111.6,100.1,41.6,38.7
221,2025-12-31,Pittsburgh,.7056,112.0,103.8,41.5,37.8
52,2025-12-31,Florida St.,.6481,109.6,103.9,54.0,41.9
59,2025-12-31,Georgia Tech,.5908,106.9,103.5,31.5,44.1
103,2025-12-31,Boston College,.4880,100.1,100.5,44.9,37.0
97,2026-01-03,Louisville,.9520,126.7,97.7,54.6,38.9
150,2026-01-03,Duke,.9516,122.2,94.3,47.2,43.0
258,2026-01-03,Virginia,.9432,124.7,97.6,45.5,36.3
153,2026-01-03,North Carolina,.9143,118.0,96.1,42.7,36.7
228,2026-01-03,Clemson,.8965,115.3,95.6,41.9,42.1
152,2026-01-03,N.C. State,.8925,117.4,97.7,45.2,49.8
2567,2026-01-03,SMU,.8924,122.9,102.2,34.6,43.2
2390,2026-01-03,Miami FL,.8724,116.1,98.2,32.9,41.9
154,2026-01-03,Wake Forest,.8126,112.2,98.7,43.0,48.2
24,2026-01-03,Stanford,.8125,114.4,100.7,42.1,32.5
87,2026-01-03,Notre Dame,.7971,112.5,99.8,41.7,46.1
183,2026-01-03,Syracuse,.7927,110.2,98.0,36.3,34.1
259,2026-01-03,Virginia Tech,.7903,112.5,100.3,37.9,41.6
25,2026-01-03,California,.7661,112.0,101.1,43.1,39.8
221,2026-01-03,Pittsburgh,.7143,112.3,103.7,41.0,38.3
52,2026-01-03,Florida St.,.6841,112.0,104.7,53.8,42.5
59,2026-01-03,Georgia Tech,.6034,106.1,102.3,31.1,44.1
103,2026-01-03,Boston College,.4769,98.8,99.6,44.9,36.2
150,2026-01-07,Duke,.9544,122.1,93.7,46.8,44.1
97,2026-01-07,Louisville,.9492,125.8,97.6,54.8,39.0
258,2026-01-07,Virginia,.9486,124.9,96.9,45.7,36.2
153,2026-01-07,North Carolina,.9143,118.0,96.1,42.7,36.7
228,2026-01-07,Clemson,.9030,115.7,95.3,42.7,41.6
152,2026-01-07,N.C. State,.8914,119.3,99.4,44.6,49.3
2567,2026-01-07,SMU,.8870,122.7,102.6,34.5,43.9
2390,2026-01-07,Miami FL,.8706,116.9,99.0,32.9,41.7
24,2026-01-07,Stanford,.8117,114.8,101.1,42.5,32.8
154,2026-01-07,Wake Forest,.8106,112.8,99.4,42.8,47.3
183,2026-01-07,Syracuse,.8063,110.5,97.6,35.9,33.6
87,2026-01-07,Notre Dame,.7971,112.5,99.8,41.7,46.1
259,2026-01-07,Virginia Tech,.7889,113.1,100.9,37.9,42.0
25,2026-01-07,California,.7544,111.5,101.2,42.6,40.4
221,2026-01-07,Pittsburgh,.7143,112.3,103.7,41.0,38.3
52,2026-01-07,Florida St.,.6841,112.0,104.7,53.8,42.5
59,2026-01-07,Georgia Tech,.5840,105.6,102.5,30.9,43.3
103,2026-01-07,Boston College,.4878,100.6,101.0,44.6,36.2
150,2026-01-08,Duke,.9544,122.1,93.7,46.8,44.1
97,2026-01-08,Louisville,.9492,125.8,97.6,54.8,39.0
258,2026-01-08,Virginia,.9486,124.9,96.9,45.7,36.2
153,2026-01-08,North Carolina,.9143,118.0,96.1,42.7,36.7
228,2026-01-08,Clemson,.9030,115.7,95.3,42.7,41.6
152,2026-01-08,N.C. State,.8914,119.3,99.4,44.6,49.3
2567,2026-01-08,SMU,.8870,122.7,102.6,34.5,43.9
2390,2026-01-08,Miami FL,.8706,116.9,99.0,32.9,41.7
24,2026-01-08,Stanford,.8117,114.8,101.1,42.5,32.8
154,2026-01-08,Wake Forest,.8106,112.8,99.4,42.8,47.3
183,2026-01-08,Syracuse,.8063,110.5,97.6,35.9,33.6
87,2026-01-08,Notre Dame,.7971,112.5,99.8,41.7,46.1
259,2026-01-08,Virginia Tech,.7889,113.1,100.9,37.9,42.0
25,2026-01-08,California,.7544,111.5,101.2,42.6,40.4
221,2026-01-08,Pittsburgh,.7143,112.3,103.7,41.0,38.3
52,2026-01-08,Florida St.,.6841,112.0,104.7,53.8,42.5
59,2026-01-08,Georgia Tech,.5840,105.6,102.5,30.9,43.3
103,2026-01-08,Boston College,.4878,100.6,101.0,44.6,36.2
150,2026-01-10,Duke,.9535,122.1,93.9,47.0,43.1
258,2026-01-10,Virginia,.9505,124.1,96.0,45.3,36.8
97,2026-01-10,Louisville,.9410,124.6,97.9,54.1,39.3
152,2026-01-10,N.C. State,.9131,121.1,98.7,45.0,48.8
153,2026-01-10,North Carolina,.9128,119.0,97.1,42.9,37.8
228,2026-01-10,Clemson,.9091,116.2,95.1,42.8,41.7
2567,2026-01-10,SMU,.8891,122.9,102.5,34.1,44.3
2390,2026-01-10,Miami FL,.8703,117.6,99.7,33.5,40.6
183,2026-01-10,Syracuse,.8273,112.0,97.8,36.3,34.1
154,2026-01-10,Wake Forest,.8089,113.5,100.1,43.5,47.3
24,2026-01-10,Stanford,.8053,113.9,100.7,42.7,33.2
259,2026-01-10,Virginia Tech,.7868,113.7,101.5,38.2,41.6
87,2026-01-10,Notre Dame,.7825,112.3,100.5,41.9,46.0
25,2026-01-10,California,.7612,112.3,101.6,42.2,40.6
221,2026-01-10,Pittsburgh,.6824,112.2,105.0,40.9,38.6
52,2026-01-10,Florida St.,.6275,111.3,106.3,53.2,43.0
59,2026-01-10,Georgia Tech,.5823,106.3,103.2,30.6,43.3
103,2026-01-10,Boston College,.5237,100.9,100.1,44.6,36.4
258,2026-01-14,Virginia,.9573,125.0,95.4,46.3,38.2
150,2026-01-14,Duke,.9542,121.6,93.4,47.3,43.2
97,2026-01-14,Louisville,.9332,123.9,98.5,54.3,40.6
228,2026-01-14,Clemson,.9147,116.2,94.6,42.4,41.3
152,2026-01-14,N.C. State,.9131,121.1,98.7,45.0,48.8
153,2026-01-14,North Carolina,.9074,120.2,98.6,42.2,38.4
2567,2026-01-14,SMU,.8833,122.5,102.7,33.6,44.4
2390,2026-01-14,Miami FL,.8767,118.2,99.6,33.7,40.8
183,2026-01-14,Syracuse,.8205,113.0,99.0,36.7,34.7
24,2026-01-14,Stanford,.8100,115.1,101.4,43.1,33.0
154,2026-01-14,Wake Forest,.8089,113.5,100.1,43.5,47.3
259,2026-01-14,Virginia Tech,.7964,113.9,101.2,38.6,40.7
87,2026-01-14,Notre Dame,.7681,112.2,101.1,42.0,45.5
25,2026-01-14,California,.7616,111.8,101.0,42.3,41.2
221,2026-01-14,Pittsburgh,.7274,113.7,104.4,40.9,38.2
52,2026-01-14,Florida St.,.6351,112.5,107.2,52.6,43.1
59,2026-01-14,Georgia Tech,.5324,105.8,104.6,30.7,43.2
103,2026-01-14,Boston College,.5108,100.5,100.1,44.0,36.4
258,2026-01-15,Virginia,.9573,125.0,95.4,46.3,38.2
150,2026-01-15,Duke,.9542,121.6,93.4,47.3,43.2
97,2026-01-15,Louisville,.9332,123.9,98.5,54.3,40.6
228,2026-01-15,Clemson,.9147,116.2,94.6,42.4,41.3
152,2026-01-15,N.C. State,.9131,121.1,98.7,45.0,48.8
153,2026-01-15,North Carolina,.9074,120.2,98.6,42.2,38.4
2567,2026-01-15,SMU,.8833,122.5,102.7,33.6,44.4
2390,2026-01-15,Miami FL,.8767,118.2,99.6,33.7,40.8
183,2026-01-15,Syracuse,.8205,113.0,99.0,36.7,34.7
24,2026-01-15,Stanford,.8100,115.1,101.4,43.1,33.0
154,2026-01-15,Wake Forest,.8089,113.5,100.1,43.5,47.3
259,2026-01-15,Virginia Tech,.7964,113.9,101.2,38.6,40.7
87,2026-01-15,Notre Dame,.7681,112.2,101.1,42.0,45.5
25,2026-01-15,California,.7616,111.8,101.0,42.3,41.2
221,2026-01-15,Pittsburgh,.7274,113.7,104.4,40.9,38.2
52,2026-01-15,Florida St.,.6351,112.5,107.2,52.6,43.1
59,2026-01-15,Georgia Tech,.5324,105.8,104.6,30.7,43.2
103,2026-01-15,Boston College,.5108,100.5,100.1,44.0,36.4
150,2026-01-17,Duke,.9614,122.2,92.4,46.0,43.3
258,2026-01-17,Virginia,.9562,124.7,95.4,46.5,37.2
97,2026-01-17,Louisville,.9496,126.1,97.7,54.1,40.8
228,2026-01-17,Clemson,.9208,116.2,93.9,42.0,41.4
152,2026-01-17,N.C. State,.8991,119.9,99.1,45.5,48.4
153,2026-01-17,North Carolina,.8932,119.9,99.7,42.5,38.8
2567,2026-01-17,SMU,.8852,122.6,102.6,33.0,44.8
2390,2026-01-17,Miami FL,.8659,117.2,99.7,34.3,40.4
259,2026-01-17,Virginia Tech,.8089,114.8,101.3,38.5,40.7
183,2026-01-17,Syracuse,.8072,112.8,99.6,36.4,34.5
154,2026-01-17,Wake Forest,.8037,113.1,100.0,44.1,47.6
25,2026-01-17,California,.7887,112.9,100.7,42.4,41.6
24,2026-01-17,Stanford,.7849,114.0,101.8,43.3,32.3
87,2026-01-17,Notre Dame,.7500,112.3,102.1,41.8,45.1
221,2026-01-17,Pittsburgh,.6724,112.9,106.1,41.1,39.0
52,2026-01-17,Florida St.,.6417,112.3,106.7,52.7,43.7
59,2026-01-17,Georgia Tech,.5690,106.3,103.8,31.2,43.7
103,2026-01-17,Boston College,.5290,100.9,99.9,43.3,36.0
150,2026-01-18,Duke,.9614,122.2,92.4,46.0,43.3
